index,Time,Region,Civilian Population,Total Labor Force,Percent of Population,Employed - Total,Employed - Percent of Population,Unemployed - Total,Unemployed - Percent of Labor Force,year,state
25268,17-Apr,Minnesota,4355258,3058271,70.2,2950655,67.7,107616,3.5,2017,minnesota
25269,17-Apr,Mississippi,2287791,1282320,56.1,1214402,53.1,67918,5.3,2017,mississippi
25270,17-Apr,Missouri,4775027,3051259,63.9,2935577,61.5,115682,3.8,2017,missouri
25271,17-Apr,Montana,829255,524311,63.2,503467,60.7,20844,4,2017,montana
25272,17-Apr,Nebraska,1463036,1006949,68.8,977386,66.8,29563,2.9,2017,nebraska
25273,17-Apr,Nevada,2338122,1455078,62.2,1380279,59,74799,5.1,2017,nevada
25274,17-Apr,New Hampshire,1097755,746313,68,726075,66.1,20238,2.7,2017,new hampshire
25275,17-Apr,New Jersey,7150924,4521156,63.2,4318031,60.4,203125,4.5,2017,new jersey
25276,17-Apr,New Mexico,1618267,928084,57.4,870059,53.8,58025,6.3,2017,new mexico
25277,17-Apr,New York,15931938,9701159,60.9,9248623,58.1,452536,4.7,2017,new york
25278,17-Apr,North Carolina,8004370,4922244,61.5,4697516,58.7,224728,4.6,2017,north carolina
25279,17-Apr,North Dakota,580109,415116,71.6,404591,69.7,10525,2.5,2017,north dakota
25280,17-Apr,Ohio,9179387,5776848,62.9,5484806,59.8,292042,5.1,2017,ohio
25281,17-Apr,Oklahoma,2994708,1827979,61,1747786,58.4,80193,4.4,2017,oklahoma
25282,17-Apr,Oregon,3317335,2091885,63.1,2007058,60.5,84827,4.1,2017,oregon
25283,17-Apr,Pennsylvania,10253844,6434898,62.8,6116745,59.7,318153,4.9,2017,pennsylvania
25284,17-Apr,Rhode Island,861323,553253,64.2,528916,61.4,24337,4.4,2017,rhode island
25285,17-Apr,South Carolina,3935326,2307576,58.6,2209304,56.1,98272,4.3,2017,south carolina
25286,17-Apr,South Dakota,657974,454370,69.1,439583,66.8,14787,3.3,2017,south dakota
25287,17-Apr,Tennessee,5263843,3181251,60.4,3054966,58,126285,4,2017,tennessee
25288,17-Apr,Texas,21184555,13501719,63.7,12892632,60.9,609087,4.5,2017,texas
25289,17-Apr,Utah,2236701,1552001,69.4,1500897,67.1,51104,3.3,2017,utah
25290,17-Apr,Vermont,515177,344587,66.9,333951,64.8,10636,3.1,2017,vermont
25291,17-Apr,Virginia,6593707,4299995,65.2,4135236,62.7,164759,3.8,2017,virginia
25292,17-Apr,Washington,5806004,3701218,63.7,3525093,60.7,176125,4.8,2017,washington
25293,17-Apr,West Virginia,1463802,775852,53,737352,50.4,38500,5,2017,west virginia
25294,17-Apr,Wisconsin,4586055,3146688,68.6,3043378,66.4,103310,3.3,2017,wisconsin
25295,17-Apr,Wyoming,448532,293812,65.5,281632,62.8,12180,4.1,2017,wyoming
25296,17-May,Alabama,3827696,2168875,56.7,2070162,54.1,98713,4.6,2017,alabama
25297,17-May,Alaska,546809,362979,66.4,337104,61.6,25875,7.1,2017,alaska
25298,17-May,Arizona,5447926,3298810,60.6,3137217,57.6,161593,4.9,2017,arizona
25299,17-May,Arkansas,2322767,1353883,58.3,1304613,56.2,49270,3.6,2017,arkansas
25300,17-May,California,30954709,19275710,62.3,18336124,59.2,939586,4.9,2017,california
25301,17-May,Colorado,4381588,2974362,67.9,2895708,66.1,78654,2.6,2017,colorado
25302,17-May,Connecticut,2888886,1922862,66.6,1831621,63.4,91241,4.7,2017,connecticut
25303,17-May,Delaware,764793,477378,62.4,455227,59.5,22151,4.6,2017,delaware
25304,17-May,District of Columbia,568735,401304,70.6,376327,66.2,24977,6.2,2017,district of columbia
25305,17-May,Florida,16910431,10092636,59.7,9667350,57.2,425286,4.2,2017,florida
25306,17-May,Georgia,7992706,5048145,63.2,4806202,60.1,241943,4.8,2017,georgia
25307,17-May,Hawaii,1095597,686763,62.7,670018,61.2,16745,2.4,2017,hawaii
25308,17-May,Idaho,1297942,829143,63.9,802522,61.8,26621,3.2,2017,idaho
25309,17-May,Illinois,10059054,6480259,64.4,6162849,61.3,317410,4.9,2017,illinois
25310,17-May,Indiana,5176276,3320149,64.1,3204470,61.9,115679,3.5,2017,indiana
25311,17-May,Iowa,2452514,1680648,68.5,1626764,66.3,53884,3.2,2017,iowa
25312,17-May,Kansas,2217566,1478423,66.7,1424904,64.3,53519,3.6,2017,kansas
25313,17-May,Kentucky,3473007,2055366,59.2,1949689,56.1,105677,5.1,2017,kentucky
25314,17-May,Louisiana,3594525,2108990,58.7,1996966,55.6,112024,5.3,2017,louisiana
25315,17-May,Maine,1099651,700650,63.7,676724,61.5,23926,3.4,2017,maine
25316,17-May,Maryland,4759471,3220840,67.7,3087296,64.9,133544,4.1,2017,maryland
25317,17-May,Massachusetts,5578204,3660570,65.6,3520112,63.1,140458,3.8,2017,massachusetts
25318,17-May,Michigan,7937284,4868271,61.3,4656279,58.7,211992,4.4,2017,michigan
25319,17-May,Minnesota,4359069,3060752,70.2,2954733,67.8,106019,3.5,2017,minnesota
25320,17-May,Mississippi,2288258,1281747,56,1214444,53.1,67303,5.3,2017,mississippi
25321,17-May,Missouri,4777192,3051380,63.9,2937638,61.5,113742,3.7,2017,missouri
25322,17-May,Montana,830148,524941,63.2,504036,60.7,20905,4,2017,montana
25323,17-May,Nebraska,1463963,1006961,68.8,977653,66.8,29308,2.9,2017,nebraska
25324,17-May,Nevada,2342365,1458436,62.3,1384079,59.1,74357,5.1,2017,nevada
25325,17-May,New Hampshire,1098542,746481,68,726362,66.1,20119,2.7,2017,new hampshire
25326,17-May,New Jersey,7153747,4520848,63.2,4316982,60.3,203866,4.5,2017,new jersey
25327,17-May,New Mexico,1618768,928131,57.3,870862,53.8,57269,6.2,2017,new mexico
25328,17-May,New York,15934317,9714518,61,9258713,58.1,455805,4.7,2017,new york
25329,17-May,North Carolina,8014435,4929648,61.5,4709310,58.8,220338,4.5,2017,north carolina
25330,17-May,North Dakota,580000,415074,71.6,404741,69.8,10333,2.5,2017,north dakota
25331,17-May,Ohio,9183026,5782912,63,5490456,59.8,292456,5.1,2017,ohio
25332,17-May,Oklahoma,2995635,1829992,61.1,1751059,58.5,78933,4.3,2017,oklahoma
25333,17-May,Oregon,3321738,2098213,63.2,2012722,60.6,85491,4.1,2017,oregon
25334,17-May,Pennsylvania,10256057,6429284,62.7,6116394,59.6,312890,4.9,2017,pennsylvania
25335,17-May,Rhode Island,861639,553542,64.2,529296,61.4,24246,4.4,2017,rhode island
25336,17-May,South Carolina,3940640,2308727,58.6,2211586,56.1,97141,4.2,2017,south carolina
25337,17-May,South Dakota,658501,454659,69,439720,66.8,14939,3.3,2017,south dakota
25338,17-May,Tennessee,5269033,3186566,60.5,3066692,58.2,119874,3.8,2017,tennessee
25339,17-May,Texas,21213441,13511179,63.7,12920950,60.9,590229,4.4,2017,texas
25340,17-May,Utah,2241086,1556059,69.4,1504854,67.1,51205,3.3,2017,utah
25341,17-May,Vermont,515293,344562,66.9,334014,64.8,10548,3.1,2017,vermont
25342,17-May,Virginia,6598412,4305429,65.2,4142960,62.8,162469,3.8,2017,virginia
25343,17-May,Washington,5815106,3711259,63.8,3534736,60.8,176523,4.8,2017,washington
25344,17-May,West Virginia,1463106,775974,53,737505,50.4,38469,5,2017,west virginia
25345,17-May,Wisconsin,4588304,3151015,68.7,3047441,66.4,103574,3.3,2017,wisconsin
25346,17-May,Wyoming,448244,293264,65.4,281445,62.8,11819,4,2017,wyoming
25347,17-Jun,Alabama,3829215,2167792,56.6,2073795,54.2,93997,4.3,2017,alabama
25348,17-Jun,Alaska,546712,362973,66.4,336937,61.6,26036,7.2,2017,alaska
25349,17-Jun,Arizona,5456526,3306223,60.6,3147523,57.7,158700,4.8,2017,arizona
25350,17-Jun,Arkansas,2324011,1355468,58.3,1305806,56.2,49662,3.7,2017,arkansas
25351,17-Jun,California,30975332,19301417,62.3,18375569,59.3,925848,4.8,2017,california
25352,17-Jun,Colorado,4387646,2986332,68.1,2905055,66.2,81277,2.7,2017,colorado
25353,17-Jun,Connecticut,2889467,1919943,66.4,1830329,63.3,89614,4.7,2017,connecticut
25354,17-Jun,Delaware,765552,477590,62.4,455508,59.5,22082,4.6,2017,delaware
25355,17-Jun,District of Columbia,569224,401414,70.5,376393,66.1,25021,6.2,2017,district of columbia
25356,17-Jun,Florida,16934622,10103119,59.7,9686052,57.2,417067,4.1,2017,florida
25357,17-Jun,Georgia,8002031,5057845,63.2,4821290,60.3,236555,4.7,2017,georgia
25358,17-Jun,Hawaii,1095494,685501,62.6,669333,61.1,16168,2.4,2017,hawaii
25359,17-Jun,Idaho,1300629,831313,63.9,805101,61.9,26212,3.2,2017,idaho
25360,17-Jun,Illinois,10058928,6482244,64.4,6162869,61.3,319375,4.9,2017,illinois
25361,17-Jun,Indiana,5179315,3323074,64.2,3206041,61.9,117033,3.5,2017,indiana
25362,17-Jun,Iowa,2453727,1680150,68.5,1627079,66.3,53071,3.2,2017,iowa
25363,17-Jun,Kansas,2218160,1478974,66.7,1425614,64.3,53360,3.6,2017,kansas
25364,17-Jun,Kentucky,3474619,2058267,59.2,1953242,56.2,105025,5.1,2017,kentucky
25365,17-Jun,Louisiana,3594724,2108571,58.7,1999584,55.6,108987,5.2,2017,louisiana
25366,17-Jun,Maine,1100238,701278,63.7,676956,61.5,24322,3.5,2017,maine
25367,17-Jun,Maryland,4761717,3223156,67.7,3090945,64.9,132211,4.1,2017,maryland
25368,17-Jun,Massachusetts,5581720,3661300,65.6,3522725,63.1,138575,3.8,2017,massachusetts
25369,17-Jun,Michigan,7940832,4872750,61.4,4660020,58.7,212730,4.4,2017,michigan
25370,17-Jun,Minnesota,4362967,3063469,70.2,2958660,67.8,104809,3.4,2017,minnesota
25371,17-Jun,Mississippi,2288676,1280865,56,1214378,53.1,66487,5.2,2017,mississippi
25372,17-Jun,Missouri,4779424,3051514,63.8,2939403,61.5,112111,3.7,2017,missouri
25373,17-Jun,Montana,831039,525565,63.2,504533,60.7,21032,4,2017,montana
25374,17-Jun,Nebraska,1464953,1006927,68.7,977762,66.7,29165,2.9,2017,nebraska
25375,17-Jun,Nevada,2346637,1461705,62.3,1387888,59.1,73817,5.1,2017,nevada
25376,17-Jun,New Hampshire,1099349,746758,67.9,726706,66.1,20052,2.7,2017,new hampshire
25377,17-Jun,New Jersey,7156668,4521158,63.2,4315167,60.3,205991,4.6,2017,new jersey
25378,17-Jun,New Mexico,1619276,928342,57.3,871658,53.8,56684,6.1,2017,new mexico
25379,17-Jun,New York,15936970,9725796,61,9266727,58.1,459069,4.7,2017,new york
25380,17-Jun,North Carolina,8024129,4937960,61.5,4720362,58.8,217598,4.4,2017,north carolina
25381,17-Jun,North Dakota,579884,414953,71.6,404652,69.8,10301,2.5,2017,north dakota
25382,17-Jun,Ohio,9186878,5788647,63,5495452,59.8,293195,5.1,2017,ohio
25383,17-Jun,Oklahoma,2996546,1832536,61.2,1754616,58.6,77920,4.3,2017,oklahoma
25384,17-Jun,Oregon,3326139,2104103,63.3,2017714,60.7,86389,4.1,2017,oregon
25385,17-Jun,Pennsylvania,10258498,6423804,62.6,6114818,59.6,308986,4.8,2017,pennsylvania
25386,17-Jun,Rhode Island,861974,553964,64.3,529710,61.5,24254,4.4,2017,rhode island
25387,17-Jun,South Carolina,3945797,2310505,58.6,2213831,56.1,96674,4.2,2017,south carolina
25388,17-Jun,South Dakota,659038,454984,69,439862,66.7,15122,3.3,2017,south dakota
25389,17-Jun,Tennessee,5274245,3193624,60.6,3079109,58.4,114515,3.6,2017,tennessee
25390,17-Jun,Texas,21242514,13521702,63.7,12949702,61,572000,4.2,2017,texas
25391,17-Jun,Utah,2245543,1559718,69.5,1508525,67.2,51193,3.3,2017,utah
25392,17-Jun,Vermont,515406,344631,66.9,334172,64.8,10459,3,2017,vermont
25393,17-Jun,Virginia,6603095,4310752,65.3,4150174,62.9,160578,3.7,2017,virginia
25394,17-Jun,Washington,5824183,3721663,63.9,3544610,60.9,177053,4.8,2017,washington
25395,17-Jun,West Virginia,1462421,776543,53.1,737716,50.4,38827,5,2017,west virginia
25396,17-Jun,Wisconsin,4590703,3155117,68.7,3050570,66.5,104547,3.3,2017,wisconsin
25397,17-Jun,Wyoming,447936,292932,65.4,281224,62.8,11708,4,2017,wyoming
25398,17-Jul,Alabama,3830854,2167264,56.6,2077406,54.2,89858,4.1,2017,alabama
25399,17-Jul,Alaska,546610,362938,66.4,336758,61.6,26180,7.2,2017,alaska
25400,17-Jul,Arizona,5465447,3315606,60.7,3158946,57.8,156660,4.7,2017,arizona
25401,17-Jul,Arkansas,2325466,1356874,58.3,1306789,56.2,50085,3.7,2017,arkansas
25402,17-Jul,California,30996834,19331124,62.4,18419983,59.4,911141,4.7,2017,california
25403,17-Jul,Colorado,4393957,2999765,68.3,2914991,66.3,84774,2.8,2017,colorado
25404,17-Jul,Connecticut,2890225,1916978,66.3,1828819,63.3,88159,4.6,2017,connecticut
25405,17-Jul,Delaware,766340,477798,62.3,455825,59.5,21973,4.6,2017,delaware
25406,17-Jul,District of Columbia,569795,401403,70.4,376548,66.1,24855,6.2,2017,district of columbia
25407,17-Jul,Florida,16959581,10113656,59.6,9703693,57.2,409963,4.1,2017,florida
25408,17-Jul,Georgia,8011075,5069004,63.3,4836657,60.4,232347,4.6,2017,georgia
25409,17-Jul,Hawaii,1095354,684301,62.5,668688,61,15613,2.3,2017,hawaii
25410,17-Jul,Idaho,1303370,834069,64,808229,62,25840,3.1,2017,idaho
25411,17-Jul,Illinois,10058951,6487687,64.5,6165596,61.3,322091,5,2017,illinois
25412,17-Jul,Indiana,5182675,3325829,64.2,3207240,61.9,118589,3.6,2017,indiana
25413,17-Jul,Iowa,2455098,1679261,68.4,1627122,66.3,52139,3.1,2017,iowa
25414,17-Jul,Kansas,2218860,1479529,66.7,1426310,64.3,53219,3.6,2017,kansas
25415,17-Jul,Kentucky,3476399,2059784,59.3,1956575,56.3,103209,5,2017,kentucky
25416,17-Jul,Louisiana,3595191,2109398,58.7,2003525,55.7,105873,5,2017,louisiana
25417,17-Jul,Maine,1100916,701632,63.7,677317,61.5,24315,3.5,2017,maine
25418,17-Jul,Maryland,4764295,3224892,67.7,3093664,64.9,131228,4.1,2017,maryland
25419,17-Jul,Massachusetts,5585614,3661353,65.5,3525238,63.1,136115,3.7,2017,massachusetts
25420,17-Jul,Michigan,7944890,4880845,61.4,4663173,58.7,217672,4.5,2017,michigan
25421,17-Jul,Minnesota,4367149,3066447,70.2,2962549,67.8,103898,3.4,2017,minnesota
25422,17-Jul,Mississippi,2289241,1279873,55.9,1214572,53.1,65301,5.1,2017,mississippi
25423,17-Jul,Missouri,4781604,3051495,63.8,2940450,61.5,111045,3.6,2017,missouri
25424,17-Jul,Montana,831968,526162,63.2,504943,60.7,21219,4,2017,montana
25425,17-Jul,Nebraska,1465976,1006976,68.7,977827,66.7,29149,2.9,2017,nebraska
25426,17-Jul,Nevada,2351030,1465290,62.3,1392091,59.2,73199,5,2017,nevada
25427,17-Jul,New Hampshire,1100210,747053,67.9,727082,66.1,19971,2.7,2017,new hampshire
25428,17-Jul,New Jersey,7159985,4521445,63.1,4312397,60.2,209048,4.6,2017,new jersey
25429,17-Jul,New Mexico,1619858,928948,57.3,872679,53.9,56269,6.1,2017,new mexico
25430,17-Jul,New York,15940589,9732085,61.1,9270898,58.2,461187,4.7,2017,new york
25431,17-Jul,North Carolina,8034183,4947650,61.6,4730565,58.9,217085,4.4,2017,north carolina
25432,17-Jul,North Dakota,579809,414729,71.5,404307,69.7,10422,2.5,2017,north dakota
25433,17-Jul,Ohio,9191355,5792693,63,5499672,59.8,293021,5.1,2017,ohio
25434,17-Jul,Oklahoma,2997427,1835587,61.2,1758436,58.7,77151,4.2,2017,oklahoma
25435,17-Jul,Oregon,3330800,2109864,63.3,2022547,60.7,87317,4.1,2017,oregon
25436,17-Jul,Pennsylvania,10261604,6420179,62.6,6112950,59.6,307229,4.8,2017,pennsylvania
25437,17-Jul,Rhode Island,862297,554618,64.3,530224,61.5,24394,4.4,2017,rhode island
25438,17-Jul,South Carolina,3950287,2313222,58.6,2216343,56.1,96879,4.2,2017,south carolina
25439,17-Jul,South Dakota,659597,455387,69,440067,66.7,15320,3.4,2017,south dakota
25440,17-Jul,Tennessee,5279799,3202347,60.7,3091739,58.6,110608,3.5,2017,tennessee
25441,17-Jul,Texas,21272034,13538176,63.6,12981460,61,556716,4.1,2017,texas
25442,17-Jul,Utah,2250128,1563668,69.5,1512633,67.2,51035,3.3,2017,utah
25443,17-Jul,Vermont,515536,344771,66.9,334414,64.9,10357,3,2017,vermont
25444,17-Jul,Virginia,6607903,4315694,65.3,4156594,62.9,159100,3.7,2017,virginia
25445,17-Jul,Washington,5833527,3732981,64,3555370,60.9,177611,4.8,2017,washington
25446,17-Jul,West Virginia,1461823,777725,53.2,738132,50.5,39593,5.1,2017,west virginia
25447,17-Jul,Wisconsin,4593365,3158485,68.8,3053208,66.5,105277,3.3,2017,wisconsin
25448,17-Jul,Wyoming,447665,292765,65.4,280961,62.8,11804,4,2017,wyoming
25449,17-Aug,Alabama,3832595,2166556,56.5,2080173,54.3,86383,4,2017,alabama
25450,17-Aug,Alaska,546598,362802,66.4,336540,61.6,26262,7.2,2017,alaska
25451,17-Aug,Arizona,5474942,3325430,60.7,3169571,57.9,155859,4.7,2017,arizona
25452,17-Aug,Arkansas,2327002,1357615,58.3,1307228,56.2,50387,3.7,2017,arkansas
25453,17-Aug,California,31020371,19357883,62.4,18462776,59.5,895107,4.6,2017,california
25454,17-Aug,Colorado,4400684,3012679,68.5,2924477,66.5,88202,2.9,2017,colorado
25455,17-Aug,Connecticut,2891040,1914331,66.2,1827299,63.2,87032,4.5,2017,connecticut
25456,17-Aug,Delaware,767186,477907,62.3,456059,59.4,21848,4.6,2017,delaware
25457,17-Aug,District of Columbia,570360,401321,70.4,376810,66.1,24511,6.1,2017,district of columbia
25458,17-Aug,Florida,16986475,10123142,59.6,9719243,57.2,403899,4,2017,florida
25459,17-Aug,Georgia,8020925,5079464,63.3,4849918,60.5,229546,4.5,2017,georgia
25460,17-Aug,Hawaii,1095414,683307,62.4,668174,61,15133,2.2,2017,hawaii
25461,17-Aug,Idaho,1306182,836994,64.1,811464,62.1,25530,3.1,2017,idaho
25462,17-Aug,Illinois,10059308,6493549,64.6,6170372,61.3,323177,5,2017,illinois
25463,17-Aug,Indiana,5185849,3326633,64.1,3207716,61.9,118917,3.6,2017,indiana
25464,17-Aug,Iowa,2456418,1677745,68.3,1626667,66.2,51078,3,2017,iowa
25465,17-Aug,Kansas,2219753,1479592,66.7,1426624,64.3,52968,3.6,2017,kansas
25466,17-Aug,Kentucky,3478034,2059316,59.2,1959110,56.3,100206,4.9,2017,kentucky
25467,17-Aug,Louisiana,3595714,2111175,58.7,2008207,55.9,102968,4.9,2017,louisiana
25468,17-Aug,Maine,1101570,701481,63.7,677657,61.5,23824,3.4,2017,maine
25469,17-Aug,Maryland,4766968,3225083,67.7,3094512,64.9,130571,4,2017,maryland
25470,17-Aug,Massachusetts,5589404,3660376,65.5,3526995,63.1,133381,3.6,2017,massachusetts
25471,17-Aug,Michigan,7948706,4889985,61.5,4665595,58.7,224390,4.6,2017,michigan
25472,17-Aug,Minnesota,4371226,3068539,70.2,2965558,67.8,102981,3.4,2017,minnesota
25473,17-Aug,Mississippi,2289815,1278839,55.8,1215026,53.1,63813,5,2017,mississippi
25474,17-Aug,Missouri,4784101,3050689,63.8,2940217,61.5,110472,3.6,2017,missouri
25475,17-Aug,Montana,832928,526553,63.2,505168,60.6,21385,4.1,2017,montana
25476,17-Aug,Nebraska,1467070,1006930,68.6,977748,66.6,29182,2.9,2017,nebraska
25477,17-Aug,Nevada,2355649,1468711,62.3,1396126,59.3,72585,4.9,2017,nevada
25478,17-Aug,New Hampshire,1101087,747101,67.9,727261,66,19840,2.7,2017,new hampshire
25479,17-Aug,New Jersey,7163572,4520146,63.1,4308354,60.1,211792,4.7,2017,new jersey
25480,17-Aug,New Mexico,1620646,929744,57.4,873743,53.9,56001,6,2017,new mexico
25481,17-Aug,New York,15944689,9730710,61,9269669,58.1,461041,4.7,2017,new york
25482,17-Aug,North Carolina,8044409,4956805,61.6,4738606,58.9,218199,4.4,2017,north carolina
25483,17-Aug,North Dakota,579774,414350,71.5,403736,69.6,10614,2.6,2017,north dakota
25484,17-Aug,Ohio,9195272,5793074,63,5502146,59.8,290928,5,2017,ohio
25485,17-Aug,Oklahoma,2998679,1838382,61.3,1761777,58.8,76605,4.2,2017,oklahoma
25486,17-Aug,Oregon,3335482,2114842,63.4,2026884,60.8,87958,4.2,2017,oregon
25487,17-Aug,Pennsylvania,10264714,6418186,62.5,6110992,59.5,307194,4.8,2017,pennsylvania
25488,17-Aug,Rhode Island,862659,555295,64.4,530676,61.5,24619,4.4,2017,rhode island
25489,17-Aug,South Carolina,3955758,2315916,58.5,2218539,56.1,97377,4.2,2017,south carolina
25490,17-Aug,South Dakota,660206,455739,69,440262,66.7,15477,3.4,2017,south dakota
25491,17-Aug,Tennessee,5285340,3210630,60.7,3102518,58.7,108112,3.4,2017,tennessee
25492,17-Aug,Texas,21303690,13557380,63.6,13011807,61.1,545573,4,2017,texas
25493,17-Aug,Utah,2254579,1567493,69.5,1516761,67.3,50732,3.2,2017,utah
25494,17-Aug,Vermont,515667,344853,66.9,334607,64.9,10246,3,2017,vermont
25495,17-Aug,Virginia,6613048,4318898,65.3,4161031,62.9,157867,3.7,2017,virginia
25496,17-Aug,Washington,5843014,3743241,64.1,3565350,61,177891,4.8,2017,washington
25497,17-Aug,West Virginia,1461213,779200,53.3,738655,50.6,40545,5.2,2017,west virginia
25498,17-Aug,Wisconsin,4595931,3160064,68.8,3055061,66.5,105003,3.3,2017,wisconsin
25499,17-Aug,Wyoming,447422,292617,65.4,280643,62.7,11974,4.1,2017,wyoming
25500,17-Sep,Alabama,3834293,2165752,56.5,2082085,54.3,83667,3.9,2017,alabama
25501,17-Sep,Alaska,546609,362660,66.3,336377,61.5,26283,7.2,2017,alaska
25502,17-Sep,Arizona,5484427,3334438,60.8,3178341,58,156097,4.7,2017,arizona
25503,17-Sep,Arkansas,2328549,1357918,58.3,1307414,56.1,50504,3.7,2017,arkansas
25504,17-Sep,California,31043937,19380546,62.4,18501320,59.6,879226,4.5,2017,california
25505,17-Sep,Colorado,4407421,3023747,68.6,2932976,66.5,90771,3,2017,colorado
25506,17-Sep,Connecticut,2891886,1912788,66.1,1826437,63.2,86351,4.5,2017,connecticut
25507,17-Sep,Delaware,768080,477990,62.2,456252,59.4,21738,4.5,2017,delaware
25508,17-Sep,District of Columbia,570967,401322,70.3,377212,66.1,24110,6,2017,district of columbia
25509,17-Sep,Florida,17013401,10132775,59.6,9733804,57.2,398971,3.9,2017,florida
25510,17-Sep,Georgia,8030844,5088500,63.4,4860568,60.5,227932,4.5,2017,georgia
25511,17-Sep,Hawaii,1095441,682773,62.3,667996,61,14777,2.2,2017,hawaii
25512,17-Sep,Idaho,1309002,839790,64.2,814500,62.2,25290,3,2017,idaho
25513,17-Sep,Illinois,10059706,6499081,64.6,6177211,61.4,321870,5,2017,illinois
25514,17-Sep,Indiana,5189029,3325561,64.1,3208113,61.8,117448,3.5,2017,indiana
25515,17-Sep,Iowa,2457762,1676271,68.2,1626240,66.2,50031,3,2017,iowa
25516,17-Sep,Kansas,2220645,1479401,66.6,1426787,64.3,52614,3.6,2017,kansas
25517,17-Sep,Kentucky,3479753,2057649,59.1,1960964,56.4,96685,4.7,2017,kentucky
25518,17-Sep,Louisiana,3596279,2113558,58.8,2012936,56,100622,4.8,2017,louisiana
25519,17-Sep,Maine,1102186,701068,63.6,678016,61.5,23052,3.3,2017,maine
25520,17-Sep,Maryland,4769679,3224463,67.6,3094219,64.9,130244,4,2017,maryland
25521,17-Sep,Massachusetts,5593228,3659358,65.4,3528571,63.1,130787,3.6,2017,massachusetts
25522,17-Sep,Michigan,7952585,4897928,61.6,4668421,58.7,229507,4.7,2017,michigan
25523,17-Sep,Minnesota,4375279,3070030,70.2,2967990,67.8,102040,3.3,2017,minnesota
25524,17-Sep,Mississippi,2290379,1278158,55.8,1215859,53.1,62299,4.9,2017,mississippi
25525,17-Sep,Missouri,4786641,3049893,63.7,2939528,61.4,110365,3.6,2017,missouri
25526,17-Sep,Montana,833926,526852,63.2,505340,60.6,21512,4.1,2017,montana
25527,17-Sep,Nebraska,1468196,1006987,68.6,977765,66.6,29222,2.9,2017,nebraska
25528,17-Sep,Nevada,2360240,1471791,62.4,1399686,59.3,72105,4.9,2017,nevada
25529,17-Sep,New Hampshire,1101973,747062,67.8,727391,66,19671,2.6,2017,new hampshire
25530,17-Sep,New Jersey,7167163,4518109,63,4304556,60.1,213553,4.7,2017,new jersey
25531,17-Sep,New Mexico,1621429,930756,57.4,874914,54,55842,6,2017,new mexico
25532,17-Sep,New York,15948874,9724760,61,9265933,58.1,458827,4.7,2017,new york
25533,17-Sep,North Carolina,8054617,4964461,61.6,4744582,58.9,219879,4.4,2017,north carolina
25534,17-Sep,North Dakota,579720,413976,71.4,403175,69.5,10801,2.6,2017,north dakota
25535,17-Sep,Ohio,9199250,5790537,62.9,5503699,59.8,286838,5,2017,ohio
25536,17-Sep,Oklahoma,2999919,1840852,61.4,1764595,58.8,76257,4.1,2017,oklahoma
25537,17-Sep,Oregon,3340216,2119032,63.4,2030817,60.8,88215,4.2,2017,oregon
25538,17-Sep,Pennsylvania,10267837,6418386,62.5,6110417,59.5,307969,4.8,2017,pennsylvania
25539,17-Sep,Rhode Island,862998,555930,64.4,531065,61.5,24865,4.5,2017,rhode island
25540,17-Sep,South Carolina,3961228,2318235,58.5,2220466,56.1,97769,4.2,2017,south carolina
25541,17-Sep,South Dakota,660805,456095,69,440524,66.7,15571,3.4,2017,south dakota
25542,17-Sep,Tennessee,5290907,3217261,60.8,3110603,58.8,106658,3.3,2017,tennessee
25543,17-Sep,Texas,21335340,13577714,63.6,13039301,61.1,538413,4,2017,texas
25544,17-Sep,Utah,2259055,1571151,69.5,1520746,67.3,50405,3.2,2017,utah
25545,17-Sep,Vermont,515827,344932,66.9,334790,64.9,10142,2.9,2017,vermont
25546,17-Sep,Virginia,6618234,4320845,65.3,4164002,62.9,156843,3.6,2017,virginia
25547,17-Sep,Washington,5852506,3751574,64.1,3573965,61.1,177609,4.7,2017,washington
25548,17-Sep,West Virginia,1460625,780761,53.5,739290,50.6,41471,5.3,2017,west virginia
25549,17-Sep,Wisconsin,4598522,3160464,68.7,3056887,66.5,103577,3.3,2017,wisconsin
25550,17-Sep,Wyoming,447172,292490,65.4,280381,62.7,12109,4.1,2017,wyoming
25551,17-Oct,Alabama,3836070,2164470,56.4,2082593,54.3,81877,3.8,2017,alabama
25552,17-Oct,Alaska,546588,362514,66.3,336249,61.5,26265,7.2,2017,alaska
25553,17-Oct,Arizona,5493903,3340425,60.8,3183588,57.9,156837,4.7,2017,arizona
25554,17-Oct,Arkansas,2330094,1357679,58.3,1307175,56.1,50504,3.7,2017,arkansas
25555,17-Oct,California,31067364,19392851,62.4,18526266,59.6,866585,4.5,2017,california
25556,17-Oct,Colorado,4414152,3031110,68.7,2938819,66.6,92291,3,2017,colorado
25557,17-Oct,Connecticut,2892702,1912024,66.1,1825953,63.1,86071,4.5,2017,connecticut
25558,17-Oct,Delaware,768949,477983,62.2,456314,59.3,21669,4.5,2017,delaware
25559,17-Oct,District of Columbia,571548,401373,70.2,377589,66.1,23784,5.9,2017,district of columbia
25560,17-Oct,Florida,17040366,10139339,59.5,9743503,57.2,395836,3.9,2017,florida
25561,17-Oct,Georgia,8040738,5093754,63.3,4866501,60.5,227253,4.5,2017,georgia
